Distrito,Departamento,SINDROME Y/O TRASTORNO PSICOTICO,TRASTORNO DE CONSUMO DE ALCOHOL,TRASTORNO DE CONSUMO DE DROGAS,TRASTORNO DE CONSUMO DE TABACO,TRASTORNO DEPRESIVO,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,SOLO TAMIZAJES POSITIVOS,TAMIZAJES C/CONDICION ADICIONAL VIOLENCIA POLITICA,TOTAL DE TAMIZAJES,TOTAL GENERALIZADO,Ratio T PSICOTICO positivo,Ratio T ALCOHOL positivo,Ratio T DROGAS positivo,Ratio T TABACO positivo,Ratio T DEPRESIVO positivo,Ratio VIOLENCIA positivo,Ratio Tamizaje Nopositivo,Ratio Tamizaje positivo,Ratio Tamizaje positivo condicion,Cluster
ISLAY,AREQUIPA,0.0,1.0,0.0,0.0,67.0,127.0,195.0,0.0,2132.0,2327.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0007874848673616906,0.001492695196342309,0.0010051492684380302,9.193438430835641e-05,0.0,0
JAQUI,AREQUIPA,2.0,19.0,1.0,3.0,56.0,11.0,92.0,0.0,221.0,313.0,2.3507010966020617e-05,0.00022331660417719584,1.1753505483010308e-05,3.5260516449030925e-05,0.0006581963070485772,0.0001292885603131134,0.00010419230221613727,4.3374171058301484e-05,0.0,0
JOSE LUIS BUSTAMANTE Y RIVERO,AREQUIPA,0.0,0.0,23.0,0.0,19.0,7.0,49.0,0.0,488.0,537.0,0.0,0.0,0.0002703306261092371,0.0,0.00022331660417719584,8.227453838107215e-05,0.00023007168996142527,2.3101460672356227e-05,0.0,0
MAJES,AREQUIPA,0.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,117.0,122.0,0.0,4.701402193204123e-05,1.1753505483010308e-05,0.0,0.0,0.0,5.5160630585013846e-05,2.357291905342472e-06,0.0,0
MARIANO MELGAR,AREQUIPA,2.0,2.0,0.0,0.0,10.0,12.0,26.0,0.0,533.0,559.0,2.3507010966020617e-05,2.3507010966020617e-05,0.0,0.0,0.00011753505483010308,0.0001410420657961237,0.00025128731710950754,1.2257917907780854e-05,0.0,0
MARIANO NICOLAS VALCARCEL,AREQUIPA,0.0,15.0,0.0,4.0,0.0,6.0,25.0,0.0,383.0,408.0,0.0,0.00017630258224515463,0.0,4.701402193204123e-05,0.0,7.052103289806185e-05,0.00018056855994923337,1.178645952671236e-05,0.0,0
MARISCAL CACERES,AREQUIPA,2.0,3.0,0.0,0.0,86.0,31.0,122.0,0.0,938.0,1060.0,2.3507010966020617e-05,3.5260516449030925e-05,0.0,0.0,0.0010108014715388865,0.00036435866997331956,0.00044222796144224776,5.751792249035632e-05,0.0,0
MEJIA,AREQUIPA,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,176.0,178.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,1.1753505483010308e-05,8.297667506805502e-05,9.429167621369889e-07,0.0,0
MIRAFLORES,AREQUIPA,3.0,8.0,1.0,4.0,50.0,7.0,73.0,0.0,3330.0,3403.0,3.5260516449030925e-05,9.402804386408247e-05,1.1753505483010308e-05,4.701402193204123e-05,0.0005876752741505154,8.227453838107215e-05,0.0015699564089580863,3.441646181800009e-05,0.0,0
MOLLENDO,AREQUIPA,2.0,31.0,11.0,4.0,48.0,107.0,203.0,0.0,1596.0,1799.0,2.3507010966020617e-05,0.00036435866997331956,0.0001292885603131134,4.701402193204123e-05,0.0005641682631844948,0.001257625086682103,0.0007524475761853171,9.570605135690436e-05,0.0,0
NICOLAS DE PIEROLA,AREQUIPA,0.0,3.0,0.0,2.0,20.0,7.0,32.0,0.0,874.0,906.0,0.0,3.5260516449030925e-05,0.0,2.3507010966020617e-05,0.00023507010966020617,8.227453838107215e-05,0.0004120546250538641,1.5086668194191822e-05,0.0,0
OCO�A,AREQUIPA,0.0,5.0,1.0,2.0,18.0,18.0,44.0,1.0,684.0,729.0,0.0,5.876752741505154e-05,1.1753505483010308e-05,2.3507010966020617e-05,0.00021156309869418554,0.00021156309869418554,0.0003224775326508502,2.0744168767013754e-05,4.7145838106849444e-07,0
PAUCARPATA,AREQUIPA,1.0,1.0,6.0,0.0,38.0,1.0,47.0,0.0,748.0,795.0,1.1753505483010308e-05,1.1753505483010308e-05,7.052103289806185e-05,0.0,0.0004466332083543917,1.1753505483010308e-05,0.00035265086903923384,2.215854391021924e-05,0.0,0
SABANDIA,AREQUIPA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,506.0,507.0,0.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,0.00023855794082065817,4.7145838106849444e-07,0.0,0
SAMUEL PASTOR,AREQUIPA,0.0,62.0,2.0,3.0,194.0,194.0,455.0,0.0,2565.0,3020.0,0.0,0.0007287173399466391,2.3507010966020617e-05,3.5260516449030925e-05,0.0022801800637039997,0.0022801800637039997,0.0012092907474406881,0.00021451356338616495,0.0,1
SANTA RITA DE SIGUAS,AREQUIPA,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,396.0,406.0,0.0,0.0,0.0,0.0,0.00011753505483010308,0.0,0.00018669751890312378,4.714583810684944e-06,0.0,0
SIBAYO,AREQUIPA,0.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,215.0,221.0,0.0,0.0,0.0,0.0,5.876752741505154e-05,1.1753505483010308e-05,0.0001013635519297263,2.8287502864109666e-06,0.0,0
TAPAY,AREQUIPA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,102.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,0.0,4.761729648791794e-05,4.7145838106849444e-07,0.0,0
TISCO,AREQUIPA,0.0,1.0,0.0,0.0,3.0,1.0,5.0,0.0,369.0,374.0,0.0,1.1753505483010308e-05,0.0,0.0,3.5260516449030925e-05,1.1753505483010308e-05,0.00017396814261427443,2.357291905342472e-06,0.0,0
TUTI,AREQUIPA,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,72.0,74.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,1.1753505483010308e-05,3.39450034369316e-05,9.429167621369889e-07,0.0,0
UCHUMAYO,AREQUIPA,0.0,0.0,0.0,0.0,110.0,10.0,120.0,0.0,440.0,560.0,0.0,0.0,0.0,0.0,0.001292885603131134,0.00011753505483010308,0.00020744168767013754,5.657500572821933e-05,0.0,0
URACA,AREQUIPA,0.0,4.0,0.0,0.0,46.0,189.0,239.0,0.0,802.0,1041.0,0.0,4.701402193204123e-05,0.0,0.0,0.0005406612522184742,0.002221412536288948,0.0003781096216169325,0.00011267855307537016,0.0,0
VIRACO,AREQUIPA,1.0,26.0,1.0,3.0,29.0,88.0,148.0,0.0,351.0,499.0,1.1753505483010308e-05,0.000305591142558268,1.1753505483010308e-05,3.5260516449030925e-05,0.0003408516590072989,0.0010343084825049072,0.00016548189175504154,6.977584039813718e-05,0.0,0
VITOR,AREQUIPA,1.0,20.0,1.0,0.0,113.0,18.0,153.0,0.0,635.0,788.0,1.1753505483010308e-05,0.00023507010966020617,1.1753505483010308e-05,0.0,0.0013281461195801649,0.00021156309869418554,0.000299376071978494,7.213313230347965e-05,0.0,0
YANAHUARA,AREQUIPA,4.0,28.0,6.0,0.0,421.0,24.0,483.0,0.0,1627.0,2110.0,4.701402193204123e-05,0.0003290981535242886,7.052103289806185e-05,0.0,0.004948225808347339,0.0002820841315922474,0.0007670627859984404,0.00022771439805608281,0.0,0
YAUCA,AREQUIPA,1.0,0.0,34.0,1.0,8.0,4.0,48.0,0.0,430.0,478.0,1.1753505483010308e-05,0.0,0.00039961918642235047,1.1753505483010308e-05,9.402804386408247e-05,4.701402193204123e-05,0.0002027271038594526,2.2630002291287733e-05,0.0,0
ACCOMARCA,AYACUCHO,0.0,1.0,0.0,0.0,11.0,5.0,17.0,8.0,712.0,737.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0001292885603131134,5.876752741505154e-05,0.00033567836732076805,8.014792478164405e-06,3.7716670485479555e-06,0
ACOCRO,AYACUCHO,1.0,0.0,0.0,1.0,6.0,18.0,26.0,0.0,5300.0,5326.0,1.1753505483010308e-05,0.0,0.0,1.1753505483010308e-05,7.052103289806185e-05,0.00021156309869418554,0.0024987294196630204,1.2257917907780854e-05,0.0,0
ALCAMENCA,AYACUCHO,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,652.0,654.0,0.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,0.0003073908644566584,9.429167621369889e-07,0.0,0
ANCHIHUAY,AYACUCHO,0.0,1.0,0.0,0.0,37.0,8.0,46.0,0.0,3264.0,3310.0,0.0,1.1753505483010308e-05,0.0,0.0,0.00043487970287138137,9.402804386408247e-05,0.0015388401558075657,2.1687085529150742e-05,0.0,0
ANCO,AYACUCHO,0.0,1.0,1.0,0.0,131.0,52.0,185.0,3.0,9419.0,9607.0,0.0,1.1753505483010308e-05,1.1753505483010308e-05,0.0,0.0015397092182743504,0.000611182285116536,0.004440666491284149,8.721980049767147e-05,1.4143751432054833e-06,1
ANDRES AVELINO CACERES DORREGARAY,AYACUCHO,6.0,21.0,10.0,0.0,253.0,65.0,355.0,1.0,9249.0,9605.0,7.052103289806185e-05,0.00024682361514321644,0.00011753505483010308,0.0,0.0029736368872016077,0.00076397785639567,0.0043605185665025045,0.00016736772527931553,4.7145838106849444e-07,1
APONGO,AYACUCHO,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,531.0,532.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,0.0,0.00025034440034737054,4.7145838106849444e-07,0.0,0
ASQUIPATA,AYACUCHO,0.0,1.0,0.0,0.0,0.0,1.0,2.0,31.0,175.0,208.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,1.1753505483010308e-05,8.250521668698652e-05,9.429167621369889e-07,1.4615209813123326e-05,0
AYACUCHO,AYACUCHO,18.0,11.0,31.0,0.0,225.0,355.0,640.0,4.0,16343.0,16987.0,0.00021156309869418554,0.0001292885603131134,0.00036435866997331956,0.0,0.002644538733677319,0.0041724944464686595,0.0077050443218024045,0.0003017333638838364,1.8858335242739777e-06,1
AYAHUANCO,AYACUCHO,0.0,0.0,0.0,0.0,0.0,2.0,2.0,300.0,9825.0,10127.0,0.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,0.004632078593997958,9.429167621369889e-07,0.00014143751432054832,1
AYNA,AYACUCHO,4.0,16.0,3.0,1.0,86.0,29.0,139.0,6.0,3311.0,3456.0,4.701402193204123e-05,0.00018805608772816493,3.5260516449030925e-05,1.1753505483010308e-05,0.0010108014715388865,0.0003408516590072989,0.001560998699717785,6.553271496852073e-05,2.8287502864109666e-06,0
CABANA,AYACUCHO,0.0,2.0,0.0,0.0,0.0,3.0,5.0,0.0,341.0,346.0,0.0,2.3507010966020617e-05,0.0,0.0,0.0,3.5260516449030925e-05,0.0001607673079443566,2.357291905342472e-06,0.0,0
CANARIA,AYACUCHO,0.0,4.0,0.0,0.0,0.0,2.0,6.0,94.0,1040.0,1140.0,0.0,4.701402193204123e-05,0.0,0.0,0.0,2.3507010966020617e-05,0.0004903167163112342,2.8287502864109666e-06,4.431708782043848e-05,0
CANGALLO,AYACUCHO,1.0,13.0,4.0,0.0,13.0,37.0,68.0,17.0,1357.0,1442.0,1.1753505483010308e-05,0.000152795571279134,4.701402193204123e-05,0.0,0.000152795571279134,0.00043487970287138137,0.0006397690231099469,3.205916991265762e-05,8.014792478164405e-06,0
CARAPO,AYACUCHO,0.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,2636.0,2641.0,0.0,4.701402193204123e-05,0.0,0.0,0.0,1.1753505483010308e-05,0.0012427642924965512,2.357291905342472e-06,0.0,0
CARHUANCA,AYACUCHO,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,555.0,556.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,0.0,0.0002616594014930144,4.7145838106849444e-07,0.0,0
CARMEN ALTO,AYACUCHO,8.0,26.0,6.0,1.0,21.0,80.0,142.0,19.0,16849.0,17010.0,9.402804386408247e-05,0.000305591142558268,7.052103289806185e-05,1.1753505483010308e-05,0.00024682361514321644,0.0009402804386408247,0.007943602262623063,6.694709011172621e-05,8.957709240301394e-06,1
CAYARA,AYACUCHO,0.0,4.0,0.0,0.0,6.0,1.0,11.0,237.0,381.0,629.0,0.0,4.701402193204123e-05,0.0,0.0,7.052103289806185e-05,1.1753505483010308e-05,0.00017962564318709637,5.186042191753439e-06,0.00011173563631323318,0
CHAVI�A,AYACUCHO,0.0,5.0,0.0,0.0,0.0,3.0,8.0,0.0,2504.0,2512.0,0.0,5.876752741505154e-05,0.0,0.0,0.0,3.5260516449030925e-05,0.00118053178619551,3.7716670485479555e-06,0.0,0
CHIARA,AYACUCHO,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,505.0,507.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,1.1753505483010308e-05,0.00023808648243958967,9.429167621369889e-07,0.0,0
CHILCAS,AYACUCHO,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3744.0,3746.0,0.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,0.001765140178720443,9.429167621369889e-07,0.0,0
CHIPAO,AYACUCHO,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1945.0,1949.0,0.0,0.0,0.0,0.0,0.0,4.701402193204123e-05,0.0009169865511782216,1.8858335242739777e-06,0.0,0
CHUMPI,AYACUCHO,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,813.0,815.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,1.1753505483010308e-05,0.00038329566380868594,9.429167621369889e-07,0.0,0
CHUNGUI,AYACUCHO,0.0,0.0,0.0,0.0,0.0,2.0,2.0,18.0,5814.0,5834.0,0.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,0.0027410590275322266,9.429167621369889e-07,8.4862508592329e-06,0
CHUSCHI,AYACUCHO,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,5159.0,5164.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,2.3507010966020617e-05,0.0024322537879323627,1.4143751432054833e-06,9.429167621369889e-07,0
COLCA,AYACUCHO,0.0,0.0,0.0,0.0,1.0,1.0,2.0,8.0,508.0,518.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,1.1753505483010308e-05,0.00023950085758279516,9.429167621369889e-07,3.7716670485479555e-06,0
COLTA,AYACUCHO,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,208.0,212.0,0.0,0.0,0.0,0.0,0.0,4.701402193204123e-05,9.806334326224683e-05,1.8858335242739777e-06,0.0,0
CONCEPCION,AYACUCHO,0.0,6.0,0.0,0.0,0.0,3.0,9.0,0.0,1869.0,1878.0,0.0,7.052103289806185e-05,0.0,0.0,0.0,3.5260516449030925e-05,0.000881155714217016,4.24312542961645e-06,0.0,0
CORACORA,AYACUCHO,8.0,32.0,0.0,1.0,18.0,290.0,349.0,0.0,4556.0,4905.0,9.402804386408247e-05,0.00037611217545632986,0.0,1.1753505483010308e-05,0.00021156309869418554,0.003408516590072989,0.0021479643841480606,0.00016453897499290454,0.0,1
HUAMANGUILLA,AYACUCHO,0.0,4.0,0.0,0.0,0.0,9.0,13.0,1.0,3435.0,3449.0,0.0,4.701402193204123e-05,0.0,0.0,0.0,0.00010578154934709277,0.0016194595389702783,6.128958953890427e-06,4.7145838106849444e-07,0
HUAMANQUIQUIA,AYACUCHO,2.0,9.0,0.0,0.0,10.0,12.0,33.0,6.0,844.0,883.0,2.3507010966020617e-05,0.00010578154934709277,0.0,0.0,0.00011753505483010308,0.0001410420657961237,0.0003979108736218093,1.5558126575260316e-05,2.8287502864109666e-06,0
HUAMBALPA,AYACUCHO,1.0,14.0,2.0,0.0,38.0,11.0,66.0,69.0,3193.0,3328.0,1.1753505483010308e-05,0.0001645490767621443,2.3507010966020617e-05,0.0,0.0004466332083543917,0.0001292885603131134,0.0015053666107517026,3.111625315052063e-05,3.2530628293726116e-05,0
HUANCAPI,AYACUCHO,2.0,6.0,0.0,1.0,10.0,6.0,25.0,71.0,420.0,516.0,2.3507010966020617e-05,7.052103289806185e-05,0.0,1.1753505483010308e-05,0.00011753505483010308,7.052103289806185e-05,0.00019801252004876765,1.178645952671236e-05,3.3473545055863104e-05,0
HUANCARAYLLA,AYACUCHO,0.0,2.0,0.0,0.0,1.0,2.0,5.0,0.0,1364.0,1369.0,0.0,2.3507010966020617e-05,0.0,0.0,1.1753505483010308e-05,2.3507010966020617e-05,0.0006430692317774264,2.357291905342472e-06,0.0,0
HUANTA,AYACUCHO,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,3814.0,3827.0,0.0,0.0,0.0,0.0,0.0,5.876752741505154e-05,0.0017981422653952377,2.357291905342472e-06,3.7716670485479555e-06,0
HUAYA,AYACUCHO,0.0,19.0,0.0,0.0,0.0,3.0,22.0,67.0,709.0,798.0,0.0,0.00022331660417719584,0.0,0.0,0.0,3.5260516449030925e-05,0.00033426399217756256,1.0372084383506877e-05,3.158771153158913e-05,0
IGUAIN,AYACUCHO,0.0,1.0,0.0,0.0,0.0,9.0,10.0,0.0,2184.0,2194.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,0.00010578154934709277,0.0010296651042535918,4.714583810684944e-06,0.0,0
INDEPENDENCIA,AYACUCHO,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,539.0,540.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,0.0,0.00025411606739591847,4.7145838106849444e-07,0.0,0
JESUS NAZARENO,AYACUCHO,47.0,101.0,47.0,0.0,568.0,471.0,1234.0,224.0,17965.0,19423.0,0.0005524147577014844,0.001187104053784041,0.0005524147577014844,0.0,0.006675991114349855,0.005535901082497855,0.008469749815895503,0.0005817796422385221,0.00010560667735934275,2
LEONCIO PRADO,AYACUCHO,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,736.0,738.0,0.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,0.00034699336846641187,9.429167621369889e-07,0.0,0
LLAUTA,AYACUCHO,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,136.0,137.0,0.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,6.411833982531524e-05,4.7145838106849444e-07,0.0,0
LLOCHEGUA,AYACUCHO,15.0,0.0,17.0,0.0,20.0,48.0,100.0,3.0,4082.0,4185.0,0.00017630258224515463,0.0,0.00019980959321117523,0.0,0.00023507010966020617,0.0005641682631844948,0.0019244931115215943,4.714583810684944e-05,1.4143751432054833e-06,0
LOS MOROCHUCOS,AYACUCHO,1.0,7.0,2.0,2.0,0.0,9.0,21.0,54.0,5931.0,6006.0,1.1753505483010308e-05,8.227453838107215e-05,2.3507010966020617e-05,2.3507010966020617e-05,0.0,0.00010578154934709277,0.0027962196581172404,9.900626002438383e-06,2.54587525776987e-05,0
LUCANAS,AYACUCHO,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,1080.0,1097.0,0.0,0.0,0.0,0.0,0.0,0.00019980959321117523,0.0005091750515539739,8.014792478164405e-06,0.0,0
LURICOCHA,AYACUCHO,2.0,4.0,0.0,0.0,15.0,31.0,52.0,1.0,4638.0,4691.0,2.3507010966020617e-05,4.701402193204123e-05,0.0,0.0,0.00017630258224515463,0.00036435866997331956,0.002186623971395677,2.4515835815561708e-05,4.7145838106849444e-07,0
MARIA PARADO DE BELLIDO,AYACUCHO,2.0,7.0,0.0,0.0,17.0,9.0,35.0,27.0,1558.0,1620.0,2.3507010966020617e-05,8.227453838107215e-05,0.0,0.0,0.00019980959321117523,0.00010578154934709277,0.0007345321577047143,1.6501043337397303e-05,1.272937628884935e-05,0
MORCOLLA,AYACUCHO,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,687.0,689.0,0.0,0.0,1.1753505483010308e-05,0.0,0.0,1.1753505483010308e-05,0.00032389190779405567,9.429167621369889e-07,0.0,0
OCROS,AYACUCHO,0.0,10.0,1.0,0.0,0.0,13.0,24.0,0.0,4471.0,4495.0,0.0,0.00011753505483010308,1.1753505483010308e-05,0.0,0.0,0.000152795571279134,0.0021078904217572384,1.1315001145643866e-05,0.0,0
OTOCA,AYACUCHO,9.0,5.0,0.0,0.0,0.0,20.0,34.0,0.0,1024.0,1058.0,0.00010578154934709277,5.876752741505154e-05,0.0,0.0,0.0,0.00023507010966020617,0.0004827733822141383,1.602958495632881e-05,0.0,0
OYOLO,AYACUCHO,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,720.0,724.0,0.0,0.0,0.0,0.0,0.0,4.701402193204123e-05,0.00033945003436931597,1.8858335242739777e-06,0.0,0
